type,title,synopsis,genre
FILME,Flight,"WHIP ESTÁ SEPARADO DE SUA ESPOSA E FILHO, É UM EXPERIENTE PILOTO DA AVIAÇÃO COMERCIAL, MAS TEM SÉRIOS PROBLEMAS COM BEBIDAS E DROGAS. CERTO DIA, ELE ACABOU SALVANDO A VIDA DE DIVERSAS PESSOAS QUANDO A AERONAVE QUE PILOTAVA APRESENTOU UMA PANE, MAS SUA FRIEZA E CONHECIMENTO PERMITIU QUE UMA ATERRISAGEM, PRATICAMENTE, IMPOSSÍVEL ACONTECESSE. AGORA, APESAR DE SER CONSIDERADO UM HERÓI POR MUITOS E CONTAR COM O APOIO DE AMIGOS, ELE SE VÊ DIANTE DO JOGO DE EMPURRA NA BUSCA PELOS CULPADOS DA QUEDA E DAS MORTES OCORRIDAS. É QUANDO SEUS ERROS E ESCOLHAS DO PASSADO PASSAM A SER DECISIVOS PARA DEFINIR O QUE ELE IRÁ FAZER DE SEU FUTURO. .",Drama
FILME,Flipped,"Juli e Bryce se conheceram aos sete anos. Ela sempre gostou o menino, mas ele achava a vizinha meio estranha. Aos 13 tudo muda, e juntos compartilharam experiências amorosas.",Comédia
FILME,Flores Raras,"O Brasil está passando por grandes transformações. Brasília é construída, e o Rio de Janeiro se prepara para deixar de ser a capital federal. Uma poetisa americana insegura e tímida chega para conhecer o Rio e passar alguns dias com Lota de Macedo Soares, empreendedora da sociedade carioca.  ",Drama
FILME,Fogo Contra Fogo,"Solomon Kalushi Mahlangu  é um jovem vendedor ambulante que, depois dos eventos de 16 de junho, é atraído pelo movimento de libertação sul-africano e decide embarcar na luta armada contra o regime de Apartheid. Quando a polícia o captura em uma missão e o acusa de dois homicídios, ele vai ter que batalhar para se provar inocente e não ser condenado a pena de morte.",Biografia Drama
FILME,Fogo No Mar,"O documentário captura a vida da ilha italiana de Lampedusa. Na costa sul da Itália, o local se tornou linha de frente na crise de imigração da Europa.",Documentário
FILME,For Sama,A cineasta síria Waad al-Kateab filmou durante cinco anos sua vida na cidade de Aleppo tomada por rebeldes durante a rebelião síria.,Documentário
FILME,Forbidden Paris: Megastructures Of The Shadows,"Paris é famosa por tesouros arquitetônicos, como a Torre Eiffel. Conheça a verdadeira história da construção da megaestrutura subterrânea que sustenta a Cidade Luz há séculos. Claustrofóbicos cuidado!",Documentário
FILME,Forrest Gump,"Apesar de sua ingenuidade, Forrest Gump vivenciou importantes momentos da história dos EUA, como a Guerra do Vietnã e Watergate. Entretanto, seu único pensamento permanece sendo seu amor de infância, Jenny.",Drama
FILME,Força-Tarefa,"O CAPITÃO WILSON E SUA EQUIPE DA CORREGEDORIA DA POLÍCIA MILITAR SOFREM DIVERSOS ATAQUES MISTERIOSOS. APÓS O DESAPARECIMENTO DA SUA ESPOSA, WILSON IRÁ CORRER CONTRA O TEMPO PARA ENCONTRAR OS RESPONSÁVEIS PELOS ATENTADOS E, ASSIM, RESGATAR A SUA MULHER, JAQUELINE. .",Drama
FILME,Fourteen Foot Journey,"Na pequena cidade montanhosa de Wanaka, na Nova Zelândia, Nick Fellows e Wayne Pretty, na tentativa de ressuscitar uma enorme rampa vertical de 4m que está em pedaços ao ar livre há muitos anos, realizando o sonho da comunidade local de skatistas de ter sua própria rampa vertical.",Radicais Esportes
FILME,Foxfire,"Na década de 1950, um grupo de jovens do interior de Nova York forma sua própria gangue.",Drama
FILME,Free Birds,"Reggie é um peru sortudo que foi adotado pela filha do presidente. De repente, ele é recrutado para uma missão: viajar no tempo para tirar sua espécie do menu de Ação de Graças e, assim, salvar seus amigos.  ",Infantil Animação
FILME,Free Lunch Society,"O que campos de petróleo no Alasca e padarias canadenses podem ter em comum? Através especialistas no assunto, o doc fala sobre o tema da renda básica incondicional.",Documentário
FILME,Free Men,"Esse documento mostra a extraordinária luta de um prisioneiro por liberdade, seu senso de justiça e sua capacidade de amar contra todas as  probabilidades.   ",Documentário
FILME,Free Ride,"Durante os anos 70, Christina é uma mãe solteira que se envolve com o tráfico de drogas para tentar garantir uma vida melhor para suas duas filhas. Porém, esse dinheiro vem acompanhado de muitos problemas.  ",Drama
FILME,Fresh Eyes,"Após um acidente de carro, Vincent, um fotógrafo arrogante e mulherengo perde sua visão. No processo de recuperação, se apaixona. Porém, quando sua cegueira começa a passar, ele enfrenta um dilema.",A Informar
FILME,Freud 2.0,"Um novo documentário sobre o trabalho do grande psicanalista austríaco, narrado por sua bisneta Esther Freud.",Documentário
FILME,Friday,"É sexta-feira, e Craig e Smokey são amigos inseparáveis e sem dinheiro. Eles devem ao traficante do bairro 200 dólares. Se não pagarem, o sábado pode não chegar!",Comédia
FILME,Friday After Next,"Dois primos saem da casa dos pais e vão dividir um apartamento, mas são roubados por um Papai Noel trapaceiro e ficam sem dinheiro para pagar o aluguel.",Comédia
FILME,Friday The 13th (2009),"À procura de sua irmã desaparecida, Clay (Jared Padalecki) vai até a misteriosa floresta de Crystal Lake. Lá ele conhece a jovem Jenna (Danielle Panabaker) e, juntos, resolvem explorar o local. Apesar de terem sidos alertados pelos policiais e habitantes da cidade, eles continuam a busca e acabam entrando na mira do assassino Jason.  ",Horror Terror
FILME,Fuga De Natal,"O filme conta a história de uma novata e dois veteranos no Rancho dos Velhinhos, no Gama. João Pedro é um pioneiro da construção de Brasília que se sente esquecido, enquanto Leon é um ator que vive a recordar seus dias de glória no palco.",Dramática Comédia
FILME,Full Speed,Uma família pega a estrada para curtir as férias de verão. De repente eles percebem uma pane no veículo e ninguém consegue controlar a velocidade.,Comédia
FILME,Fun Mom Dinner,"Emily, Kate, Melanie e Jamie são quatro mães de crianças que frequentam a mesma turma pré-escolar. Elas decidem marcar um jantar para se divertir, mas a noite acaba tomando rumos inesperados e elas acabam se metendo nas mais loucas confusões.",Comédia
FILME,Future World (2018),Um jovem procura em uma terra devastada uma suposta cura para sua mãe que está morrendo.,Ação
FILME,Gabeira,"Através de entrevistas com personalidades, o filme traça a trajetória política e de vida do jornalista, escritor e político Fernando Gabeira.",Documentário Política
FILME,Gabriel Medina,"Esse filme é o resultado de um trabalho de 5 anos acompanhando a carreira de Gabriel Medina. Nele, documentamos seus principais feitos e principais momentos. Muitas aventuras e também frustrações, a conquista do primeiro título mundial inédito para o Brasil em 2014, e, por fim, a conquista histórica do bicampeonato mundial em 2018.",Aventura Documentário
FILME,Gaby Estrella: O Filme,"Vivendo o sonho de ser uma cantora profissional famosa, a adolescente Gaby Estrella começa a sofrer com a concorrência. Para voltar às paradas de sucesso, ela precisa reencontrar suas origens, na cidade do interior Vale Mirim.",Infantil Comédia
FILME,Gainsbourg,"Serge Gainsbourg é um poeta francês que durante os anos 60 vagava pelas ruas de Paris. Com seu charme inconfundível e sua rara inteligência, ficou conhecido com uma obra representativa do mundo e tocante no coração das mulheres, que lhe proporcionou inúmeras conquistas.",Drama
FILME,Gainsbourg: Vie Heroic,"Jovem e tímido, Serge Gainsbourg deixa para trás seus quadros e seu quarto para deslumbrar as casas noturnas de Paris, e conquistar o mundo com seu talento, charme e inteligência.",Cinema Biografia Música
FILME,Garapa,"Um registro visual da fome extrema brasileira, documentada a partir da luta de três mulheres para dar de comer a seus filhos. A falta de ingredientes as obriga a preparar um alimento baseado em quase nada: a garapa é uma mistura de água e açúcar. É com isso no estômago que as crianças passam o dia.",Documentário
FILME,Garimpeiros Do Voto,"Com o foco na disputa entre direita e esquerda no Rio de Janeiro, o filme mostra os bastidores das eleições no Brasil, falando dos marqueteiros e da legislação eleitoral que entrou em vigor em 2016.",Documentário
FILME,Garrincha: Alegria Do Povo,"Vida e carreira de um dos maiores jogadores brasileiros de todos os tempos e para muitos, simplesmente ""o maior"". No ano de produção, Garrincha estava no auge e seus dribles desconcertantes nas Copas do Mundo de 1958 e 1962, e Botafogo FC foram levados às telas.",Documentário
FILME,Genesis 2.0,"Nas ilhas do Oceano Ártico, caçadores encontram uma carcaça inteira surpreendentemente conservada de um mamute. Agora, cientistas desejam trazer o animal de volta à vida em uma surpreendente revolução tecnológica.",Documentário
FILME,Geração Futura - Faça Você Mesmo Ep.1,"Gravado em uma fazenda em Ilhéus, no Sul da Bahia, o documentário mostra os detalhes de como fazer um chocolate artesanal, desde a colheita do cacau, até o produto pronto para consumo.",Documentário
FILME,Get Smart,"Um ataque à sede da Controle faz com que Maxwell Smart seja enfim promovido a agente, ganhando o código 86. Agora, junto com a agente 99, ele precisa derrotar os vilões da Kaos.",Ação
FILME,Get The Gringo,"Um criminoso capturado pelas autoridades mexicanas se depara com situações bem difíceis na prisão. Lá, aprende a sobreviver com a ajuda de um menino.",Ação
FILME,Gett,"Em Israel, uma separação só ocorre se o marido concordar. Viviane Amsalem está há mais de três anos nesse processo, sofrendo numa jornada abusiva e humilhante.",Drama
FILME,Ghost Of Goodnight Lane,Os funcionários de um estúdio de cinema encontra um colega morto pela manhã ao lado de um quebra-cabeça antigo que os levam a descobrir a existência de um fantasma no local.,Comédia
FILME,Ghost Ship,"Uma equipe de resgate descobre um navio de passageiros perdido desde a década de 60. Ao tentar rebocá-lo, uma série de acontecimentos bizarros começam a acontecer.",Terror
FILME,Gig - A Uberização Do Trabalho,"A chamada ""GIG Economy"" vem crescendo em todo o mundo. No Brasil, esse processo também é conhecido como Uberização, que consiste na prática do trabalho autônomo, porém, em condições precárias.",Documentário
FILME,Gigante Por Natureza,Obra baseada na trajetória de vida do surfista bicampeão de big wave Carlos Burle. O documentário volta às origens do Big Rider no Nordeste do Brasil e conta de forma íntima e muito real toda a trajetória desse ídolo nacional. Direção de Felipe Joffily.,Documentário
FILME,Gliding Barnacles: A Cultura Log,"O festival Gliding Barnacles vai muito além de um evento de surfe ou um campeonato de Log.   São cinco dias de surfe, arte, música e vinho na Figueira da Foz, na praia do Cabedelo em Portugal, com uma iniciativa que pretende celebrar um estilo de vida ligado e o amor pelo mar.",Aventura
FILME,Global Meltdown,"Quando a crosta terrestre quebra, um piloto de helicóptero e uma cientista lideram um grupo de sobreviventes em busca de um lugar seguro.",Ação
FILME,Gloria,"Um ícone pop mexicano rebelde e polêmico torna-se um enorme sucesso com seu estilo e canções cativantes, mas um escândalo maior do que a vida vai balançar seu mundo inteiramente.",Biografia Drama
FILME,Go Fast Pull Up: The Jimmy Levan Story,"O filme conta a vida e a carreira de Jimmy, o inovador do BMX e o responsável por momentos importantes do esporte, cujo desenvolvimento se confunde com a trajetória do atleta.",Esporte
FILME,Godzilla,"Um gigantesco monstro ataca a cidade de Nova York. Cientistas, militares, uma repórter e um cinegrafista tentam encontrar o ninho do monstro, antes que a raça humana seja dizimada.",Ação Aventura Ficção-Científica
FILME,Gone Girl,"No dia do seu aniversário de casamento, Nick descobre que a esposa, Amy, desapareceu. Quando se torna o principal suspeito da polícia, Nick precisa provar sua inocência e tentar descobrir o que aconteceu.  ",Suspense
FILME,Gonzaga - De Pai Pra Filho,"Filme inspirado na biografia Luis Gonzaga, o Rei do Baião. Desde a sua origem pobre no sertão do nordeste, passando pelo seu estrelato até a complicada relação com seu filho Gonzaguinha, o filme emociona ao contar a trajetória de vida de uma lenda da música brasileira.",Biografia Drama
FILME,Good Neighbours,"Bons Vizinhos mostra como duas senhoras holandesas se dedicam incondicionalmente a ajudar os outros, violando até mesmo as regras oficiais quando necessário.",Documentário
FILME,Good Times,"Taylor Steele e sua trupe estão agora consolidados como a hierarquia do surfe moderno. Em mais um filme do diretor, esse lançado em 1995, a fórmula do sucesso continua: Os melhores surfistas, as melhores performances e a melhor trilha sonora.",Aventura
FILME,Gosto Se Discute,"Augusto é chef de um restaurante que já viveu dias melhores. A gerente Cristina chega para organizar a casa, mas tudo fica comprometido quando o cozinheiro perde o paladar.",Comédia
FILME,Grace Of Monaco,"O casamento de Grace Kelly e o príncipe Rainier III foi considerado um conto de fadas. Cinco anos depois, o relacionamento entre eles e o principado estão em crise.",Biografia Drama
FILME,Gracias A La Vida: Alejo Muniz,"Alejo mostra o quanto é grato por tudo que o surfe lhe deu. Ele mostra momentos de sua caminhada, como fez sua primeira prancha, a dedicação do pai, lesões e a volta a surfar.",Aventura
FILME,"Grand Soir, Le","Not Banzini, último integrante do movimento “punk-com-cachorro”, passa seus dias vagando por estacionamentos e insultando as pessoas. Quando seu meio-irmão Jean-Pierre é demitido, a dupla decide fazer uma revolução e pregar contra a propriedade privada.   ",Comédia
FILME,Gravity,"Ryan Stone e o astronauta Matt Kowalsky tentam sobreviver depois que um acidente os deixa completamente à deriva no espaço, sem ligação com a Terra e sem esperança de resgate.",Suspense
FILME,Great Expectations,"A HISTÓRIA DE FINNEGAN BELL, DA INFÂNCIA NA FLÓRIDA A VIDA ADULTA EM NOVA YORK ONDE SE TORNA UM FAMOSO ARTISTA PLÁSTICO, E DA INFÂNCIA DE TRES PESSOAS EM SUA TRAJETÓRIA: UM PRESIDIÁRIO, A LOUCA SRA DINSMOOR E A SOBRINHA DELA, ESTELLA, SUA IRREMEDIÁVEL PAIXÃO. INSPIRADO NO CLÁSSICO ROMANCE ""GRANDES ESPERANÇAS"", DE CHARLES DICKENS.  .",Drama
FILME,Gregory Porter: One Night Only - Live At The Royal Albert Hall,"Show do cantor americano Gregory Porter no Royal Albert Hall, em Londres, acompanhado da London Studio Orchestra. Ele canta hits de sua carreira e clássicos de Nat King Cole.",Música
FILME,Greta,"O enfermeiro Pedro quer ajudar sua amiga Daniela, que precisa de um leito no hospital. Ele, então, sequestra um paciente que é foragido da polícia e o abriga em sua casa, mas acaba se envolvendo com o criminoso.",Drama
FILME,Growing Up Gay,"Em Nasci Gay – A Descoberta, o ícone da cultura pop Olly Alexander, da banda Years & Years, explora porque a comunidade gay é mais vulnerável a problemas de saúde e conta como ele lida com a depressão.",Documentário
FILME,Guardian,"Guardian é um filme de ficção que conta a história de um policial que precisa investigar os motivos por trás de uma onda de violência na cidade, e a principal suspeita seria uma nova droga. Assista!  ",Ficção
FILME,"Guetteur, Le","O delegado de polícia Mattei está atrás de um notório grupo de assaltantes de banco, mas o atirador Kaminski interfere na operação, permitindo que seus cúmplices escapem. Agora, Mattei tem que se esforçar para identificar e prender os criminosos.",Suspense
FILME,Guiados Pelo Coração,"Marie, de 12 anos, é uma excelente estudante e uma violoncelista notável que sonha estudar em uma escola de música de renome e se tornar uma musicista. Ninguém sabe, porém, que Marie sofre de uma doença que afeta sua capacidade de ver. Embora sua visão seja boa o suficiente para viver uma vida mais ou menos normal, no momento, Marie torna-se cada vez mais consciente de que deve um dia viver sua vida em completa escuridão.",Drama
FILME,Guns N' Roses Live At The 02 Arena 2013,"Show da banda Guns and Roses na O2 Arena em Londres, 2012.  Setlist: Chinese Democracy, Welcome To The Jungle, It's So Easy, Mr. Brownstone.",Música
FILME,Hacker,"Ao ser perseguido por agentes governamentais, um jovem hacker descobre que tem em mãos um arquivo ultrassecreto capaz de controlar a mente humana, e não será nada fácil preservá-lo em segurança.  ",Ação
FILME,Hanna,"Uma menina de 16 anos, criada para ser uma assassinada perfeita, é enviada para uma missão na Europa. Porém, sua vida corre sérios riscos quando passa a ser perseguida por uma agente de segurança.  ",Ação Aventura Drama
FILME,Hannibal,"Sete anos depois de fugir da prisão, Hannibal Lecter vive no exílio. Mas logo se encontra na mira de uma vítima em busca de vingança, agora ele terá que se unir novamente com a agente Sterling.",Suspense
FILME,Happiness At Work,Cerca de 90% dos trabalhadores têm sintomas de estresse causado por problemas nas empresas. Este doc mostra como reconstruir o sistema trabalhista com liberdade e criatividade.,Documentário
FILME,Happy Hour - Verdades E Consequências,"Horácio fica famoso de repente e decide realizar seus desejos. Ele sugere a sua esposa um relacionamento aberto. Ela não reage bem no início, mas logo decide entrar no jogo.",Comédia
FILME,Harbinger Down,"Um grupo de estudantes se juntam na embarcação de pesca Herbinger para estudar os efeitos do aquecimento global sobre um grupo de orcas. Quando a equipe draga um pedaço de um antigo destroço espacial, as coisas seguem um rumo mortal.",Horror Terror
FILME,Harry And Meghan: Inside The Royal Wedding,"Em Harry e Meghan: Os Bastidores do Casamento Real, amigos e familiares do Duque e da Duquesa de Sussex dão, um ano depois, uma visão única sobre este conto de fadas moderno.   ",Biografia
FILME,Harry: Warrior Prince,"Do serviço militar à luta com a saúde mental, a história de Harry mostra que ele mudou de príncipe preguiçoso ao mais amado do Reino Unido.",Documentário
FILME,Hasta La Vista!,"Três jovens com diferentes tipos de deficiência. Jozef é praticamente cego, Philip é tetraplégico, e Lars possui uma doença degenerativa. Juntos, eles decidem embarcar sozinhos em uma interessante viagem, apesar dos protestos dos familiares.",Comédia
FILME,Hateship Loveship,"Johanna é contratada para tomar conta de um idoso e da adolescente Sabitha. Ela cai na invenção de Sabitha, que simula o interesse amoroso de seu pai pela nova babá.",Drama
FILME,Havaí Na Pandemia: Temporada 20/21,"Com restriçōes para a entrada no Havaí devido a pandemia, a temporada de surf no north shore da ilha de Oahu acontece com um numero de  surfistas reduzidos. Mas as ondas naquele paraíso continuam cada vez mais perfeitas, esse especial mostra os “higlights” da temporada de 2020/21.",Aventura
FILME,Heartbound,"O doc acompanha casais que vivem na pequena península de Jutlândia, na Dinamarca, onde aproximadamente 900 mulheres tailandesas são casadas com homens dinamarqueses.",Documentário
FILME,Hearts Of Christmas,"Com a saída do supervisor da unidade de tratamento intensivo, Jenny resolve promover uma grande despedida para o amigo, mas nem tudo sai como o esperado.  ",Drama
FILME,Heaven Is For Real,"Todd e sua esposa enfrentam uma situação complicada quando seu filho, Colton, precisa ser operado às pressas. Após se recuperar, ele conta que foi ao céu e diz coisas que só comprovam isso.",Drama
FILME,Heavy Water,"O surfista de ondas grandes Nathan Fletcher e o cineasta Michael Oblowitz se unem para capturar a essência do que significa surfar as maiores ondas do mundo, registrando o desenvolvimento do surfe big wave através da longa trajetória de Fletcher.",Esporte
FILME,Hebe: A Estrela Do Brasil,"Hebe Camargo (Andréa Beltrão) se consagrou como uma das apresentadoras mais emblemáticas da televisão brasileira. Sua carreira passou por diversas mudanças ao longo dos anos, mas foi durante a década de 80, no período de transição da ditadura para a democracia, que Hebe, ao 60 anos, tomou uma decisão importante. A apresentadora passou a controlar a própria carreira e, independentemente das críticas machistas, do marido ciumento e dos chefes poderosos, se revelou para o público como uma mulher extraordinária, capaz de superar qualquer crise pessoal ou profissional.",Drama
FILME,Heleno,"O jogador de futebol Heleno de Freitas era considerado o príncipe do RJ dos anos 1940. Gênio explosivo e galã charmoso, tinha um comportamento arredio que o levou a um fim trágico.",Biografia Drama
FILME,Henfil,"O documentário registra uma proposta feita a uma turma de jovens animadores: tentar trazer para a atualidade as obras do cartunista, jornalista e ativista brasileiro Henfil.",Documentário
FILME,Herança Social,Por que para algumas pessoas a tuberculose é hereditária? Hereditária é a situação social. Os lugares mais pobres reúnem condições precárias de vida que propagam uma doença que não deveria mais existir. O documentário revela que há décadas partilhamos uma herança social,Documentário
FILME,Herbert De Perto,"Um mergulho na vida de um dos mais talentosos músicos brasileiros. Herbert Vianna depara-se com imagens de sua vida para contar sua história de luta, persistência e superação.",Comportamento estilo Vida Documentário De Música
FILME,Here & Now,"Documentário de surfe filmado em um só dia, que acompanha um dia da vida de surfistas renomados como: Kelly Slater, Dave Rastovich, Stephanie Gilmore, Jay Davies, Rob Machado, Conner Coffin, Peter Devries, Matt Meola, Albee Layer e mais.",Aventura Documentário
FILME,High-Rise,"Uma guerra de classes ganha força em um prédio residencial de luxo e uma verdadeira batalha desenrola-se pelos elevadores, corredores e apartamentos da moderna torre.",Drama
FILME,Higher Power,"Quando o universo ganha vida e passa a manifestar sua força, Joseph Steadman vira cobaia de um cientista maníaco em uma batalha que pode salvar ou destruir o mundo.",Ação
FILME,Histórias Da Fome No Brasil,"Do Brasil Colônia até as políticas públicas recentes que culminaram na saída do Brasil do Mapa da Fome, o doc retrata o enfrentamento deste mal por parte da sociedade e do governo.",Documentário
FILME,Histórias De Amor Duram Apenas 90 Minutos,"Zeca é um escritor que vive uma vida de ócio. Seu único livro não saiu da página 50. Ao desconfiar que sua esposa o esteja traindo com outra mulher, Zeca fica obcecado e começa a seguir as duas. Porém ele acaba se envolvendo com a amante de sua mulher, o que pode arruinar de vez seu casamento.  ",Drama
FILME,Hit & Run,"Hit and Run acompanha uma série de surfistas que respondem a pergunta: como é ser um surfista profissional?. O documentário apresentan os prós e contras da atividade, recheando o vídeo com manobras espetaculares.",Esporte
FILME,Hitchcock E Truffaut,"O documentário capta parte da famosa entrevista de Alfred Hitchcock e François Truffaut em 1962, com contribuições de diversos cineastas, entre eles David Fincher, Martin Scorsese e Wes Anderson.",Documentário
FILME,Hitsville: The Making Of Motown,"O filme conta a história longa e ilustre da lendária gravadora Motown, começando em 1958 até sua mudança para Los Angeles no início dos anos 70, com Berry Gordy como guia.",Documentário
FILME,Hoje É Dia De Maria - O Filme,"Maria é uma menina prendada, que enfrenta uma vida dura no roçado. Ela fica feliz quando o pai decide se casar novamente, achando que ele voltará a se alegrar. Porém, para desespero da menina, a madrasta é má e passa a maltratá-la.",Ficção
FILME,Holiday Date,"Depois que o namorado de uma mulher termina com ela pouco antes do Natal, ela concorda em ir para casa com um ator que vai se passar por seu namorado.",Romance
FILME,Holy Motors,"Oscar transita só em vidas paralelas, atuando como chefe, assassino, mendigo, monstro, pai. Ele mergulha nos papéis e é transportado por Paris na limusine, guiada por Céline.",Drama
FILME,Home,"Uma adolescente encontra um alien que foi banido pelo seu povo devido às várias trapalhadas causadas por ele. Ele tenta ajudá-la em uma missão, mas pode acabar atrapalhando.",Infantil Documentário
FILME,Home (2015),"Uma raça alienígena invade a Terra para se esconder de seus maiores inimigos extraterrestres. Eles vivem em segredo, mas o jovem alien J.Lo (voz de Jim Parsons) acaba se deparando com um dos tais malvados inimigos, o que o obriga a fugir ao lado da adolescente Tip (Rihanna). Os dois acabam desenvolvendo uma próxima e estranha amizade.",Animação
FILME,Homem Livre,"Hélio Lotte já foi rodeado de fama e dinheiro, sendo o centro dos holofotes. Hoje, livre da cadeia após anos preso por um crime brutal, o ex-ídolo do rock só tem uma intenção: ser esquecido.",Drama
FILME,Homotherapy,"Em 2019, algumas pessoas ainda consideram a homossexualidade uma doença. Ao estudar movimentos vindos dos Estados Unidos, que se baseiam no cristianismo e na psicanálise para justificar “terapias de conversão”, esta investigação revela conseqüências devastadoras de suas práticas que, por diversas razões, estão escapando ao radar das autoridades públicas na Europa.",Documentário
FILME,Honeyland,"Indicado ao Oscar, o filme mostra a relação da apicultura com a sociedade humana. Como a simples sobrevivência das abelhas é essencial para o bem-estar do mundo?",Documentário
FILME,Honkytonk Man,"Durante a Depressão, um cantor caipira e doente com tuberculose, embarca em uma última jornada com seu jovem sobrinho. O cantor vai para o sul, dirigindo em direção ao Tennessee, procurando por fama no famoso Grand Ole Opry antes que sua doença tome conta dele.",Comédia Drama
FILME,Houve Uma Vez Dois Verões,"Num pacato lugarejo do litoral gaúcho, dois adolescentes se conhecem por acaso e vivem uma intensa noite de amor.  Após um período de afastamento, o destino promove um reencontro inesperado, porém definitivo.",Romântica Tv Comédia Movie
FILME,How I Spent My Summer Vacation,"O criminoso Driver atravessa a fronteira entre EUA e México durante uma fuga. No entanto, ele é capturado pelas autoridades mexicanas e jogado em uma prisão violenta. Na mira de bandidos perigosos, Driver vai contar com a ajuda de um menino local de apenas 9 anos para sobreviver.",Ação
FILME,How The Beatles Changed The World,"Uma história fascinante da revolução cultural, social, espiritual e musical que foi provocada pela chegada dos Beatles, com entrevistas reveladoras e imagens de arquivo raramente vistas da banda.",Documentário
FILME,How To Train Your Dragon 2,Soluço e Fúria da Noite descobrem uma caverna habitada por dragões nada pacíficos e precisam lutar para garantir a paz de seu povo.,Ação Aventura Infantil Animação
FILME,Hurdle,"Um olhar visceral na vida dos jovens palestinos que vivem sob ocupação militar. Com uma criatividade desafiadora, eles demonstram que não importa o tamanho do obstáculo, ele sempre pode ser superado. E o parkour é uma de suas armas de superação.",Documentário
FILME,I Am Mlk Jr.,A vida de Martin Luther King Jr. e o impacto causado por ele sobre os direitos civis.  ,Biografia
FILME,I Am Patrick Swayze  ,Uma análise sobre a vida de Patrick Swayze contada pelas pessoas mais próximas do artista.,Biografia
FILME,I Am Paul Walker,"O ator Paul Walker, conhecido por integrar o elenco principal de Velozes e Furiosos, morreu em 2013. Considerado um herói da ficção, Paul também foi um paizão, amigo e humanitário.",Documentário
FILME,I Hate Valentine's Day,"Uma florista, que segue um limite de cinco encontros com qualquer homem, descobre que quer mais quando conhece o novo dono do restaurante da cidade.",Comédia Romance
FILME,"I, Anna","Após a separação, o detetive Bernie conhece Anna em uma festa. À medida que a relação ganha força, ele desvenda um caso de assassinato e coloca em xeque sua ética profissional.",Drama
FILME,"I, Frankenstein","Quando o dr. Frankenstein morre, a Criatura retorna para enterrá-lo. No entanto, ele é atacado por demônios. Salvo por gárgulas, ele segue sua vida, mas 200 anos depois descobre o motivo de ser perseguido.",Ação
FILME,Ice Sharks,Uma nova raça de tubarões agressivos e famintos surge no Ártico e a equipe de pesquisadores deve combatê-los de qualquer forma.,Ficção-Científica
FILME,Ich Seh Ich Seh,"Dois gêmeos aguardam em casa a chegada da mãe, internada após realizar cirurgias plásticas. Quando ela retorna, no entanto, os meninos duvidam que a mulher sob as ataduras seja mesmo a mãe deles, e nada será mais como antes.",Suspense
FILME,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"Doc sobre a banda americana de rock Lynyrd Skynyrd, com entrevistas raras e imagens de arquio inéditas. O grupo fez sucesso nos anos 70, até um acidente de avião causar a morte de 3 membros, em 1977, incluindo o vocalista e líder Ronnie Van Zant.",Música
FILME,Ilha Das Flores,"O documentário de Jorge Furtado acompanha de maneira didática o ciclo de vida de um tomate. O processo é iniciado na fazenda onde a fruta é plantada e vai até o seu descarte na Ilha das Flores. Ali, pessoas sobrevivem dos restos despejados no lixão local. Vencedor do Urso de Prata na categoria melhor curta-metragem do Festival Internacional de Cinema de Berlim.  ",Documentário Drama
FILME,Immortals,"O rei Hyperion está em busca do arco de Épiro para dominar o mundo. O jovem e corajoso Theseus é o escolhido por Zeus para detê-lo, contando com a ajuda da sacerdotisa Phaedra.  ",Ação
FILME,In Dancing Days Of Dawn,Uma história selvagem da humanidade contada em tom de fábula através de uma narração infantil sobre os ideais de um artista. Dirigido e estrelado por Chris Miyashiro.,Documentário
FILME,In Search Of Greatness,"Entenda como alguns dos melhores atletas de todos os tempos, como Wayne Gretzky, Jerry Rice, Pelé, Ken Robinson, se tornaram soberanos no que fazem, mesmo com circunstâncias desfavoráveis.",Documentário
FILME,In Their Own Words – Queen Elizabeth,Conheça a história de uma das mulheres mais influentes do mundo e de seu reinado que já dura seis décadas. A Rainha Elizabeth define o papel de uma monarca moderna.,História Documentário
FILME,Incendies,"Após a morte da mãe, os gêmeos Simon e Jeanne descobrem que têm um irmão e que o pai, que julgavam morto, está vivo. Sua mãe faz um último pedido: que os gêmeos entreguem uma carta ao pai e ao novo irmão. A situação gera um conflito entre o que eles sentem e o dever de respeitar o desejo de sua mãe.",Drama
FILME,Incompresa,"Aria tem nove anos e vive um pesadelo em casa: os pais vivem às turras e se preocupam mais com suas carreiras. Solitária, ela encontra conforto no gato Dac e na sua melhor amiga.",Drama
FILME,Infamous,"Truman Capote quer escrever o 1º livro não-ficcional, baseado no assassinato de 4 pessoas. Para tanto, ele mantém contato com os dois assassinos, que estão presos.",Biografia Drama
FILME,Inglourious Basterds,"Durante a Segunda Guerra Mundial, um grupo de militares judeus organiza um assassinato em massa contra nazistas. Enquanto isso, uma órfã planeja uma vingança com o mesmo objetivo.",Ação Drama
FILME,Inocência,"No Brasil imperial, um médico itinerante conhece uma moça com malária por quem se apaixona, sendo correspondido. Entretanto, o pai da jovem a prometeu para um rico fazendeiro.",Drama
FILME,Inside Her Sex,"Documentário explora a vida sexual das mulheres a partir de três personagens distintas, cada qual com sua história e diferentes estágios de relacionamentos amorosos.",Documentário
